DataVkl,DataResh,NKO,Structure,Razmer,Srok,Forma,Information,Address,OGRN,INN,VidDeyat
27.10.2015,12.12.2014,Автономная некоммерческая организация поддержки и развития социальных инициатив «Активный Город»,Управление общественных связей мэрии города Новосибирска,300000,22.12.2014,финансовая,Субсидия конкурса программ СО НКО,"630061, г. Новосибирск,  ул. Кочубея 3/1, ",1145476127653,5401383159,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
27.10.2015,12.12.2014,"Местная общественная организация по правам человека ""Партнер""",Управление общественных связей мэрии города Новосибирска,300000,22.12.2014,финансовая,Субсидия конкурса программ СО НКО,"630099, г.Новосибирск Красный проспект, 25-425",1065400043807,5406369990,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и ,оказание юридической помощи на безвозмездной или на льготной основе гражданам и некоммерческим организациям и правовое просвещение населения, деятельность по защите прав и свобод человека и гражданина"
27.10.2015,12.12.2014,общественная организация Национально-Культурная Автономия корейцев Новосибирской области,Управление общественных связей мэрии города Новосибирска,300000,24.12.2014,финансовая,Субсидия конкурса программ СО НКО,"г. Новосибирск, ул. Державина, дом 59",1025400003661,5408117935,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
27.10.2015,12.12.2014,"Новосибирская общественная организация ""Городской центр садоводства""",Управление общественных связей мэрии города Новосибирска,300000,22.12.2014,финансовая,Субсидия конкурса программ СО НКО,"г. Новосибирск, ул. Селезнева, дом 46",1025480000622,5401158844,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
27.10.2015,12.12.2014,Новосибирская региональная общественная организация «Всемирный Русский Народный Собор»,Управление общественных связей мэрии города Новосибирска,300000,17.12.2014,финансовая,Субсидия конкурса программ СО НКО,"630120, г. Новосибирск-120",1145476069200,5407497258,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
27.10.2015,12.12.2014,Новосибирская общественная организация «Союз бывших малолетних узников фашистских концлагерей»,Управление общественных связей мэрии города Новосибирска,300000,24.12.2014,финансовая,Субсидия конкурса программ СО НКО,"630132, Новосибирск ул.1905 года, дом 11",1025400004695,5405190503,социальная поддержка и защита граждан
27.10.2015,12.12.2014,"Новосибирская межрегиональная общественная организация инвалидов ""Ассоциация ""Интеграция"" Общероссийской общественной организации инвалидов - Российского союза инвалидов""",Управление общественных связей мэрии города Новосибирска,300000,17.12.2014,финансовая,Субсидия конкурса программ СО НКО,"г. Новосибирск, ул. Есенина, дом. 14",1025400001428,5406023921,социальная поддержка и защита граждан
27.10.2015,12.12.2014,"Новосибирская региональная общественная организация ""Спортивно-профессиональный клуб Успех""",Управление общественных связей мэрии города Новосибирска,300000,22.12.2014,финансовая,Субсидия конкурса программ СО НКО,г.Новсибирск ул.Мира 59/1,1125400002540,5412011141,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
27.10.2015,12.12.2014,,Управление общественных связей мэрии города Новосибирска,300000,24.12.2014,финансовая,Субсидия конкурса программ СО НКО,,0,0,социальная поддержка и защита граждан
27.10.2015,12.12.2014,Некоммерческое партнерство «Агентство культурно-социальной работы»,Управление общественных связей мэрии города Новосибирска,300000,16.12.2014,финансовая,Субсидия конкурса программ СО НКО,"630049, г. Новосибирск, Красный проспект, д. 200",1025403222020,5405207725,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и ,благотворительная деятельность, а также деятельность в области содействия благотворительности и добровольчества"
27.10.2015,12.12.2014,Новосибирский областной фонд сохранения и развития русского языка «Родное слово»,Управление общественных связей мэрии города Новосибирска,300000,22.12.2014,финансовая,Субсидия конкурса программ СО НКО,"г. Новосибирск, 1-й пер. Римского-Корсакова, 5-15",10954000002675,5404401889,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
27.10.2015,21.12.2014,Некоммерческое партнерство Детский контактный зоопарк «Дворик»,Управление общественных связей мэрии города Новосибирска,300000,22.12.2014,финансовая,Субсидия конкурса программ СО НКО,"630106, г. Новосибирск-106 ул. Зорге, 47",1125400002364,5403990261,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
27.10.2015,12.12.2014,Территориальное общественное самоуправление «Кирово»,Управление общественных связей мэрии города Новосибирска,300000,22.12.2014,финансовая,Субсидия конкурса программ СО НКО,"630116 г. Новосибирск, улица Солнечногорская, 7 ",1035403658520,5408222866,социальная поддержка и защита граждан
27.10.2015,12.12.2014,Новосибирская областная общественная организация «Кыргызский культурный центр» «АЛА-ТОО-Новосибирск»,Управление общественных связей мэрии города Новосибирска,300000,17.12.2014,финансовая,Субсидия конкурса программ СО НКО,"630064,  г. Новосибирск,  ул. Немировича-Данченко, 141 – 38",1115400002761,5403990127,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и ,профилактика социально опасных форм поведения граждан"
29.10.2015,27.02.2014,Фонд содействия и поддержки Гимназии №1,Управление общественных связей мэрии города Новосибирска,50000,11.03.2014,финансовая,Грант,"630091 г. Новосибирск-91 Красный проспект, 48",1035402510912,5406264370,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
29.10.2015,27.02.2014,"Новосибирская городская общественная организация инвалидов ""САВА""",Управление общественных связей мэрии города Новосибирска,112000,11.03.2014,финансовая,Грант,"Ад. 630015, проспект Дзержинского, 81",1025400002979,5410145792,социальная поддержка и защита граждан
29.10.2015,27.02.2014,"Новосибирская  общественная  некоммерческая  организация содействия и поддержки гражданских инициатив ""Ковчег""",Управление общественных связей мэрии города Новосибирска,150000,05.03.2014,финансовая,Грант,"630054 г. Новосибирск, ул. Станиславского 12",1085400000014,5404348064,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
29.10.2015,27.02.2014,Благотворительный фонд «СОЗВЕЗДИЕ СЕРДЕЦ»,Управление общественных связей мэрии города Новосибирска,100000,27.03.2014,финансовая,Грант,"г. Новосибирск, ул. Писарева, 102",1105400004247,5406571332,"благотворительная деятельность, а также деятельность в области содействия благотворительности и добровольчества"
29.10.2015,27.02.2014,"Местная общественная организация по правам человека ""Партнер""",Управление общественных связей мэрии города Новосибирска,100000,27.03.2014,финансовая,Грант,"630099, г.Новосибирск Красный проспект, 25-425",1065400043807,5406369990,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и ,оказание юридической помощи на безвозмездной или на льготной основе гражданам и некоммерческим организациям и правовое просвещение населения, деятельность по защите прав и свобод человека и гражданина"
29.10.2015,26.03.2014,Новосибирская региональная общественная организация «Новые горизонты»,Управление общественных связей мэрии города Новосибирска,100000,26.03.2014,финансовая,Грант,"630007 г. Новосибирск, ул. Серебренниковская,23",1055400008344,5406309014,"благотворительная деятельность, а также деятельность в области содействия благотворительности и добровольчества"
29.10.2015,27.02.2014,"Новосибирская общественная организация ""Городской центр садоводства""",Управление общественных связей мэрии города Новосибирска,150000,12.03.2014,финансовая,Грант,"г. Новосибирск, ул. Селезнева, дом 46",1025480000622,5401158844,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
29.10.2015,27.02.2014,,Управление общественных связей мэрии города Новосибирска,96000,24.03.2014,финансовая,Грант,,0,0,социальная поддержка и защита граждан
29.10.2015,27.02.2014,"Фонд ветеранов Кремлёвского полка, органов и войск государственной безопасности «АРСЕНАЛ»",Управление общественных связей мэрии города Новосибирска,120000,03.03.2014,финансовая,Грант,"630063, г. Новосибирск, ул. Тургенева, д.202, каб.101",1075400005119,5402485185,социальная поддержка и защита граждан
29.10.2015,27.02.2014,Новосибирская общественная организация инвалидов «Федерация Футбола и спорта инвалидов с заболеванием церебральным параличом»,Управление общественных связей мэрии города Новосибирска,134880,11.03.2014,финансовая,Грант,"630025 г. Новосибирск, ул. Новоселов дом 14. ",1115400001287,5409950032,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
29.10.2015,27.02.2014,Новосибирский областной общественный фонд развития Академгородка «Академгородок»,Управление общественных связей мэрии города Новосибирска,115000,24.03.2014,финансовая,Грант,"630090, г. Новосибирск, ул. Терешковой 12А",1105400000925,5408278636,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
29.10.2015,27.02.2014,Новосибирское региональное отделение Молодежной общероссийской общественной организации «Российские Студенческие Отряды»,Управление общественных связей мэрии города Новосибирска,50000,20.03.2014,финансовая,Грант,"630005, г. Новосибирск ул. Некрасова, 48",1115400003201,5406970383,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
29.10.2015,27.02.2014,Новосибирский фонд чемпиона мира по биатлону Александра Тропникова «Тропников - фонд»,Управление общественных связей мэрии города Новосибирска,100000,25.03.2014,финансовая,Грант,"630006, г. Новосибирск ул. Авиастроителей, 1",1035400526996,5401211304,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
29.10.2015,27.02.2014,"Городская Общественная Организация Клуб Спортивных Единоборств ""Отечество-Новосибирск""",Управление общественных связей мэрии города Новосибирска,150000,05.03.2014,финансовая,Грант,"630097 г. Новосибирск, ул. Бердское шоссе, 20            ",1105400001871,5409000016,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
29.10.2015,27.02.2014,Городская общественная детская организация «Новосибирская Ассоциация Детских Объединений»,Управление общественных связей мэрии города Новосибирска,115000,17.03.2014,финансовая,Грант,"630099, г. Новосибирск, ул. Мичурина, дом 3",1035400003715,5406023086,"благотворительная деятельность, а также деятельность в области содействия благотворительности и добровольчества,деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
29.10.2015,27.02.2014,Общественная организация «Новосибирский городской центр инвалидов»,Управление общественных связей мэрии города Новосибирска,53000,14.03.2014,финансовая,Грант,"630091,г. Новосибирск, ул. Мичурина, 7, ",1035400010084,5406251029,социальная поддержка и защита граждан
29.10.2015,27.02.2014,Новосибирская городская общественная организация молодежи «Молодежный проект»,Управление общественных связей мэрии города Новосибирска,100000,11.03.2014,финансовая,Грант,"630112 г. Новосибирск,: Красный проспект 65-18",1035400005904,5406181269,"благотворительная деятельность, а также деятельность в области содействия благотворительности и добровольчества,социальная поддержка и защита граждан"
29.10.2015,27.02.2014,Новосибирская областная общественная организация ветеранов пенсионеров педагогического труда,Управление общественных связей мэрии города Новосибирска,60000,24.03.2014,финансовая,Грант,"630083, г. Новосибирск, ул. Обская, 141",1025400007632,5405190158,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
29.10.2015,27.02.2014,"Религиозная организация ""Новосибирская Епархия Русской Православной Церкви (Московский Патриархат)""",Управление общественных связей мэрии города Новосибирска,130000,07.03.2014,финансовая,Грант,"г. Новосибирск, ул. Советская, 91",1025400005245,5402113934,"благотворительная деятельность, а также деятельность в области содействия благотворительности и добровольчества,деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
29.10.2015,27.02.2014,"Некоммерческое партнерство по содействию нравственно-патриотическому воспитанию, социальной поддержке населения, развитию волонтерского движения и спорта «ЧЕЛОВЕК»",Управление общественных связей мэрии города Новосибирска,150000,24.03.2014,финансовая,Грант,"630004, г. Новосибирск, про-спект Димитрова, 6 ",1125400003574,5406970922,социальная поддержка и защита граждан
29.10.2015,27.02.2014,Местная общественная организация инвалидов г. Новосибирска «Диалог»,Управление общественных связей мэрии города Новосибирска,50000,05.03.2014,финансовая,Грант,"630048,г. Новосибирск-48 ул. Вертковская, 21  ",1035400000206,5406172916,социальная поддержка и защита граждан
29.10.2015,27.02.2014,Общественная организация местная национально-культурная автономия украинцев г. Новосибирска,Управление общественных связей мэрии города Новосибирска,60000,24.03.2014,финансовая,Грант,"630105, г. Новосибирск Красный проспект, 102/4",1035400002791,5403114271,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
29.10.2015,27.02.2014,Региональная общественная  организация «Молдавский национально-культурный центр Новосибирской  области «Полярная звезда»,Управление общественных связей мэрии города Новосибирска,80000,26.03.2014,финансовая,Грант,"630059, г. Новосибирск, ул. Тухачевского, 21",1105400000606,5409234470,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и ,профилактика социально опасных форм поведения граждан"
29.10.2015,27.02.2014,"Районная общественная организация ветеранов - пенсионеров войны, труда, военной службы и правоохранительных органов Дзержинского района г. Новосибирска",Управление общественных связей мэрии города Новосибирска,100000,11.03.2014,финансовая,Грант,"630015 г. Новосибирск Пр .   Дзержинского,16",1025400002726,5401100280,социальная поддержка и защита граждан
29.10.2015,27.02.2014,Новосибирский региональный общественный Фонд сохранения культуры хакасов «Ал Хоорай»,Управление общественных связей мэрии города Новосибирска,50000,17.03.2014,финансовая,Грант,"630084 г.Новосибирск, ул.25 лет Октября, д.8",1125400000593,5401980204,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
29.10.2015,27.02.2014,Религиозная организация Католический центр «Каритас Преображенской Епархии в Новосибирске»,Управление общественных связей мэрии города Новосибирска,150000,04.03.2014,финансовая,Грант,"630033, г. Новосибирск,       ул. С. Кожевникова, 29/1",1025400004002,5407138386,"социальная поддержка и защита граждан,благотворительная деятельность, а также деятельность в области содействия благотворительности и добровольчества"
29.10.2015,27.02.2014,"Общественная организация ""Ленинская местная организация Всероссийского общества инвалидов""",Управление общественных связей мэрии города Новосибирска,120000,04.03.2014,финансовая,Грант,"630078 г. Новосибирск, ул. Титова д.10",1065400002690,5404266654,социальная поддержка и защита граждан
29.10.2015,27.02.2014,"Региональная общественная организация помощи узникам немецких концлагерей «Память, сотрудничество, будущее»",Управление общественных связей мэрии города Новосибирска,52000,25.03.2014,финансовая,Грант,"630106, г. Новосибирск-106, ул. Громова, 21, оф. 107",1105400004302,5403000330,социальная поддержка и защита граждан
29.10.2015,27.02.2014,"Районная общественная организация ветеранов - пенсионеров войны, труда, военной службы и правоохранительных органов Первомайского района г. Новосибирска",Управление общественных связей мэрии города Новосибирска,60000,11.03.2014,финансовая,Грант,"630046 г. Новосибирск ул. Физкультурная , 7",1025400002760,5409105499,социальная поддержка и защита граждан
29.10.2015,27.02.2014,Некоммерческое партнерство женского Совета Кировского района «Кировчанка»,Управление общественных связей мэрии города Новосибирска,100000,11.03.2014,финансовая,Грант,"630088, г. Новосибирск  ул. Петухова, 18",1085400001147,5403208064,социальная поддержка и защита граждан
29.10.2015,27.02.2014,Общественная организация «Калининская местная организация Всероссийского общества инвалидов»,Управление общественных связей мэрии города Новосибирска,60000,06.03.2014,финансовая,Грант,"630075, г. Новосибирск-75 ул. Народная, 17",1025400001098,5410119633,социальная поддержка и защита граждан
29.10.2015,27.02.2014,"Новосибирская городская общественная Организация детей погибших участников Великой Отечественной войны - ""Память сердца""",Управление общественных связей мэрии города Новосибирска,60000,26.03.2014,финансовая,Грант,"630108, г. Новосибирск, ул. Станиславского, 6 (РЦОО Ленинского района)",1035400010381,5404217382,социальная поддержка и защита граждан
29.10.2015,27.02.2014,Новосибирская областная Общественная организация «Социальное Партнерство»,Управление общественных связей мэрии города Новосибирска,130000,04.03.2014,финансовая,Грант,"630007, г. Новосибирск ул. Коммунистическая, 19",1095400002147,5407066212,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
29.10.2015,27.02.2014,Некоммерческое партнерство Детский контактный зоопарк «Дворик»,Управление общественных связей мэрии города Новосибирска,149900,12.03.2014,финансовая,Грант,"630106, г. Новосибирск-106 ул. Зорге, 47",1125400002364,5403990261,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
29.10.2015,27.02.2014,Новосибирский областной общественный фонд защиты прав потребителей «Гражданский патруль»,Управление общественных связей мэрии города Новосибирска,100000,25.03.2014,финансовая,Грант,"630004, Россия г. Новосибирск, ул. Ленина, 28",1135476015707,5407483022,социальная поддержка и защита граждан
29.10.2015,27.02.2014,Новосибирская Городская Общественная Организация «Украинский культурно-просветительский центр «Шляхами Кобзаря»,Управление общественных связей мэрии города Новосибирска,60000,28.03.2014,финансовая,Грант,"630084 г. Новосибирск, ул. Новая Заря д.11, кв.242",1135476182203,5401374556,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
29.10.2015,27.02.2014,"Автономная некоммерческая организация дополнительного образования ""Роботонск""",Управление общественных связей мэрии города Новосибирска,100000,26.02.2014,финансовая,Грант,"630102, Новосибирская обл, г Новосибирск, ул Большевистская, д 43, корп 1",1125400002298,5405980519,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
02.11.2015,27.02.2014,Межрегиональная общественная организация «Центр русского боевого искусства «Русский щит»,Управление общественных связей мэрии города Новосибирска,100000,13.03.2014,финансовая,Грант,"630099, г. Новосибирск, ул. Октябрьская, д. 84 ",1025400006565,5405205502,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
02.11.2015,27.02.2014,Общественная Организация «Молодежная инициатива»,Управление общественных связей мэрии города Новосибирска,60000,19.03.2014,финансовая,Грант,"630099, г. Новосибирск Вокзальная магистраль, 16",1025400005069,5407210561,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
02.11.2015,27.02.2014,Общественная организация «Региональная Татарская Национально-Культурная Автономия Новосибирской области»,Управление общественных связей мэрии города Новосибирска,88326,11.03.2014,финансовая,Грант,"630112 г. Новосибирск, ул. Селезнева 46, офис 311",1035400003473,5410134261,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
02.11.2015,27.02.2014,Новосибирское отдельское казачье общество Сибирского войскового казачьего общества,Управление общественных связей мэрии города Новосибирска,60000,24.03.2014,финансовая,Грант,"630005, г. Новосибирск ул. Некрасова, 55 ",1035401902656,5405245907,социальная поддержка и защита граждан
02.11.2015,27.02.2014,Новосибирское областное отделение Общероссийской общественной организации «Союз кинематографистов Российской Федерации»,Управление общественных связей мэрии города Новосибирска,60000,27.03.2014,финансовая,Грант,"630087, Новосибирск, ул. Немировича-Данченко, д.122",1035400004276,5403101561,"деятельность в области образования, просвещения, науки, культуры, искусства, здравоохранения, профилактики и охраны здоровья граждан, пропаганды здорового образа жизни, улучшения морально-психологического состояния граждан, физической культуры и спорта и "
